Cycle/Week,Deployment date,Retrieval date,Stream,Device ID,EMU,Position,Latitude,Longitude,Pool wrapped this week
3,2026-09-26 (Sat),2026-10-03 (Sat),audiomoth,AM-EMU_Narmada_valley-03,EMU_Narmada_valley,PMP-T0699,18.645339,73.813486,No
3,2026-09-26 (Sat),2026-10-03 (Sat),audiomoth,AM-EMU_Savana_ecosystem-03,EMU_Savana_ecosystem,PMP-T0685,18.641496,73.813516,No
3,2026-09-26 (Sat),2026-10-03 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-03,EMU_Seasonal_wetland_polygon,PMP-T0838,18.639938,73.814716,Yes
3,2026-09-26 (Sat),2026-10-03 (Sat),audiomoth,AM-EMU_Trail_plots-03,EMU_Trail_plots,PMP-T0039,18.63965,73.807367,No
3,2026-09-26 (Sat),2026-10-03 (Sat),audiomoth,AM-EMU_Water_margin-03,EMU_Water_margin,PMP-T0463,18.645099,73.811595,No
3,2026-09-26 (Sat),2026-10-03 (Sat),audiomoth,AM-EMU_Wetland_forest-03,EMU_Wetland_forest,PMP-T0252,18.641474,73.809961,Yes
3,2026-09-26 (Sat),2026-10-03 (Sat),audiomoth,AM-EMU_Wildlife-03,EMU_Wildlife,PMP-T0548,18.647136,73.812291,No
3,2026-09-26 (Sat),2026-10-03 (Sat),camera_trap,CAM-EMU_Narmada_valley-01,EMU_Narmada_valley,PMP-T0256,18.643959,73.809944,No
4,2026-10-03 (Sat),2026-10-10 (Sat),audiomoth,AM-EMU_Deccan_forest-07,EMU_Deccan_forest,PMP-T1168,18.639037,73.817561,No
4,2026-10-03 (Sat),2026-10-10 (Sat),audiomoth,AM-EMU_Deccan_forest-08,EMU_Deccan_forest,PMP-T1026,18.645353,73.816096,No
4,2026-10-03 (Sat),2026-10-10 (Sat),audiomoth,AM-EMU_Grass_land-04,EMU_Grass_land,PMP-T0868,18.639472,73.814952,No
4,2026-10-03 (Sat),2026-10-10 (Sat),audiomoth,AM-EMU_Narmada_valley-04,EMU_Narmada_valley,PMP-T0857,18.646699,73.814664,No
4,2026-10-03 (Sat),2026-10-10 (Sat),audiomoth,AM-EMU_Savana_ecosystem-04,EMU_Savana_ecosystem,PMP-T0993,18.643544,73.815871,No
4,2026-10-03 (Sat),2026-10-10 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-04,EMU_Seasonal_wetland_polygon,PMP-T0499,18.648037,73.811811,Yes
4,2026-10-03 (Sat),2026-10-10 (Sat),audiomoth,AM-EMU_Trail_plots-04,EMU_Trail_plots,PMP-T0024,18.638745,73.807136,No
4,2026-10-03 (Sat),2026-10-10 (Sat),audiomoth,AM-EMU_Water_margin-04,EMU_Water_margin,PMP-T0334,18.643962,73.810418,No
4,2026-10-03 (Sat),2026-10-10 (Sat),audiomoth,AM-EMU_Wetland_forest-04,EMU_Wetland_forest,PMP-T0204,18.641019,73.809506,Yes
4,2026-10-03 (Sat),2026-10-10 (Sat),audiomoth,AM-EMU_Wildlife-04,EMU_Wildlife,PMP-T0470,18.647584,73.811577,No
4,2026-10-03 (Sat),2026-10-10 (Sat),camera_trap,CAM-EMU_Savana_ecosystem-01,EMU_Savana_ecosystem,PMP-T0580,18.639409,73.812833,No
5,2026-10-10 (Sat),2026-10-17 (Sat),audiomoth,AM-EMU_Deccan_forest-09,EMU_Deccan_forest,PMP-T0408,18.637867,73.811171,No
5,2026-10-10 (Sat),2026-10-17 (Sat),audiomoth,AM-EMU_Deccan_forest-10,EMU_Deccan_forest,PMP-T1280,18.637463,73.818757,No
5,2026-10-10 (Sat),2026-10-17 (Sat),audiomoth,AM-EMU_Grass_land-05,EMU_Grass_land,PMP-T0612,18.640138,73.813051,Yes
5,2026-10-10 (Sat),2026-10-17 (Sat),audiomoth,AM-EMU_Narmada_valley-05,EMU_Narmada_valley,PMP-T0324,18.639444,73.810449,No
5,2026-10-10 (Sat),2026-10-17 (Sat),audiomoth,AM-EMU_Savana_ecosystem-05,EMU_Savana_ecosystem,PMP-T0511,18.641241,73.812106,No
5,2026-10-10 (Sat),2026-10-17 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-05,EMU_Seasonal_wetland_polygon,PMP-T0838,18.639938,73.814716,Yes
5,2026-10-10 (Sat),2026-10-17 (Sat),audiomoth,AM-EMU_Trail_plots-05,EMU_Trail_plots,PMP-T0011,18.639194,73.806659,No
5,2026-10-10 (Sat),2026-10-17 (Sat),audiomoth,AM-EMU_Water_margin-05,EMU_Water_margin,PMP-T0097,18.639656,73.808315,No
5,2026-10-10 (Sat),2026-10-17 (Sat),audiomoth,AM-EMU_Wetland_forest-05,EMU_Wetland_forest,PMP-T0252,18.641474,73.809961,Yes
5,2026-10-10 (Sat),2026-10-17 (Sat),audiomoth,AM-EMU_Wildlife-05,EMU_Wildlife,PMP-T0469,18.647132,73.811581,No
5,2026-10-10 (Sat),2026-10-17 (Sat),camera_trap,CAM-EMU_Seasonal_wetland_polygon-01,EMU_Seasonal_wetland_polygon,PMP-T0838,18.639938,73.814716,No
6,2026-10-17 (Sat),2026-10-24 (Sat),audiomoth,AM-EMU_Deccan_forest-11,EMU_Deccan_forest,PMP-T0171,18.636048,73.809288,No
6,2026-10-17 (Sat),2026-10-24 (Sat),audiomoth,AM-EMU_Deccan_forest-12,EMU_Deccan_forest,PMP-T0696,18.644207,73.813497,No
6,2026-10-17 (Sat),2026-10-24 (Sat),audiomoth,AM-EMU_Grass_land-06,EMU_Grass_land,PMP-T1126,18.644229,73.817051,Yes
6,2026-10-17 (Sat),2026-10-24 (Sat),audiomoth,AM-EMU_Narmada_valley-06,EMU_Narmada_valley,PMP-T0393,18.641028,73.810912,No
6,2026-10-17 (Sat),2026-10-24 (Sat),audiomoth,AM-EMU_Savana_ecosystem-06,EMU_Savana_ecosystem,PMP-T0735,18.639235,73.814002,No
6,2026-10-17 (Sat),2026-10-24 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-06,EMU_Seasonal_wetland_polygon,PMP-T0499,18.648037,73.811811,Yes
6,2026-10-17 (Sat),2026-10-24 (Sat),audiomoth,AM-EMU_Trail_plots-06,EMU_Trail_plots,PMP-T0103,18.643045,73.808291,No
6,2026-10-17 (Sat),2026-10-24 (Sat),audiomoth,AM-EMU_Water_margin-06,EMU_Water_margin,PMP-T0629,18.645108,73.813017,No
6,2026-10-17 (Sat),2026-10-24 (Sat),audiomoth,AM-EMU_Wetland_forest-06,EMU_Wetland_forest,PMP-T0204,18.641019,73.809506,Yes
6,2026-10-17 (Sat),2026-10-24 (Sat),audiomoth,AM-EMU_Wildlife-06,EMU_Wildlife,PMP-T0421,18.647355,73.811105,No
6,2026-10-17 (Sat),2026-10-24 (Sat),camera_trap,CAM-EMU_Trail_plots-01,EMU_Trail_plots,PMP-T0053,18.640329,73.807599,No
7,2026-10-24 (Sat),2026-10-31 (Sat),audiomoth,AM-EMU_Deccan_forest-13,EMU_Deccan_forest,PMP-T0714,18.641949,73.813749,No
7,2026-10-24 (Sat),2026-10-31 (Sat),audiomoth,AM-EMU_Deccan_forest-14,EMU_Deccan_forest,PMP-T0987,18.640823,73.815906,No
7,2026-10-24 (Sat),2026-10-31 (Sat),audiomoth,AM-EMU_Grass_land-07,EMU_Grass_land,PMP-T0634,18.647367,73.813001,Yes
7,2026-10-24 (Sat),2026-10-31 (Sat),audiomoth,AM-EMU_Narmada_valley-07,EMU_Narmada_valley,PMP-T0145,18.645081,73.808751,No
7,2026-10-24 (Sat),2026-10-31 (Sat),audiomoth,AM-EMU_Savana_ecosystem-07,EMU_Savana_ecosystem,PMP-T0872,18.640355,73.814982,No
7,2026-10-24 (Sat),2026-10-31 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-07,EMU_Seasonal_wetland_polygon,PMP-T0838,18.639938,73.814716,Yes
7,2026-10-24 (Sat),2026-10-31 (Sat),audiomoth,AM-EMU_Trail_plots-07,EMU_Trail_plots,PMP-T0106,18.643722,73.808286,No
7,2026-10-24 (Sat),2026-10-31 (Sat),audiomoth,AM-EMU_Water_margin-07,EMU_Water_margin,PMP-T0461,18.641484,73.81162,No
7,2026-10-24 (Sat),2026-10-31 (Sat),audiomoth,AM-EMU_Wetland_forest-07,EMU_Wetland_forest,PMP-T0252,18.641474,73.809961,Yes
7,2026-10-24 (Sat),2026-10-31 (Sat),audiomoth,AM-EMU_Wildlife-07,EMU_Wildlife,PMP-T0401,18.648709,73.810859,No
7,2026-10-24 (Sat),2026-10-31 (Sat),camera_trap,CAM-EMU_Water_margin-01,EMU_Water_margin,PMP-T0373,18.645961,73.810602,No
8,2026-10-31 (Sat),2026-11-07 (Sat),audiomoth,AM-EMU_Deccan_forest-15,EMU_Deccan_forest,PMP-T0704,18.638787,73.813771,No
8,2026-10-31 (Sat),2026-11-07 (Sat),audiomoth,AM-EMU_Deccan_forest-16,EMU_Deccan_forest,PMP-T1218,18.64446,73.817761,No
8,2026-10-31 (Sat),2026-11-07 (Sat),audiomoth,AM-EMU_Grass_land-08,EMU_Grass_land,PMP-T0868,18.639472,73.814952,Yes
8,2026-10-31 (Sat),2026-11-07 (Sat),audiomoth,AM-EMU_Narmada_valley-08,EMU_Narmada_valley,PMP-T0561,18.643297,73.812555,No
8,2026-10-31 (Sat),2026-11-07 (Sat),audiomoth,AM-EMU_Savana_ecosystem-08,EMU_Savana_ecosystem,PMP-T1023,18.644448,73.816056,No
8,2026-10-31 (Sat),2026-11-07 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-08,EMU_Seasonal_wetland_polygon,PMP-T0499,18.648037,73.811811,Yes
8,2026-10-31 (Sat),2026-11-07 (Sat),audiomoth,AM-EMU_Trail_plots-08,EMU_Trail_plots,PMP-T0053,18.640329,73.807599,Yes
8,2026-10-31 (Sat),2026-11-07 (Sat),audiomoth,AM-EMU_Water_margin-08,EMU_Water_margin,PMP-T0545,18.646245,73.81227,No
8,2026-10-31 (Sat),2026-11-07 (Sat),audiomoth,AM-EMU_Wetland_forest-08,EMU_Wetland_forest,PMP-T0204,18.641019,73.809506,Yes
8,2026-10-31 (Sat),2026-11-07 (Sat),audiomoth,AM-EMU_Wildlife-08,EMU_Wildlife,PMP-T0424,18.648032,73.8111,No
8,2026-10-31 (Sat),2026-11-07 (Sat),camera_trap,CAM-EMU_Wildlife-01,EMU_Wildlife,PMP-T0669,18.647594,73.813236,No
9,2026-11-07 (Sat),2026-11-14 (Sat),audiomoth,AM-EMU_Deccan_forest-17,EMU_Deccan_forest,PMP-T0435,18.640128,73.811392,No
9,2026-11-07 (Sat),2026-11-14 (Sat),audiomoth,AM-EMU_Deccan_forest-18,EMU_Deccan_forest,PMP-T0827,18.635178,73.814744,No
9,2026-11-07 (Sat),2026-11-14 (Sat),audiomoth,AM-EMU_Grass_land-09,EMU_Grass_land,PMP-T0612,18.640138,73.813051,No
9,2026-11-07 (Sat),2026-11-14 (Sat),audiomoth,AM-EMU_Narmada_valley-09,EMU_Narmada_valley,PMP-T0256,18.643959,73.809944,No
9,2026-11-07 (Sat),2026-11-14 (Sat),audiomoth,AM-EMU_Savana_ecosystem-09,EMU_Savana_ecosystem,PMP-T0580,18.639409,73.812833,No
9,2026-11-07 (Sat),2026-11-14 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-09,EMU_Seasonal_wetland_polygon,PMP-T0838,18.639938,73.814716,No
9,2026-11-07 (Sat),2026-11-14 (Sat),audiomoth,AM-EMU_Trail_plots-09,EMU_Trail_plots,PMP-T0053,18.640329,73.807599,No
9,2026-11-07 (Sat),2026-11-14 (Sat),audiomoth,AM-EMU_Water_margin-09,EMU_Water_margin,PMP-T0373,18.645961,73.810602,No
9,2026-11-07 (Sat),2026-11-14 (Sat),audiomoth,AM-EMU_Wetland_forest-09,EMU_Wetland_forest,PMP-T0252,18.641474,73.809961,No
9,2026-11-07 (Sat),2026-11-14 (Sat),audiomoth,AM-EMU_Wildlife-09,EMU_Wildlife,PMP-T0669,18.647594,73.813236,No
9,2026-11-07 (Sat),2026-11-14 (Sat),camera_trap,CAM-EMU_Deccan_forest-02,EMU_Deccan_forest,PMP-T0435,18.640128,73.811392,No
10,2026-11-14 (Sat),2026-11-21 (Sat),audiomoth,AM-EMU_Deccan_forest-19,EMU_Deccan_forest,PMP-T0956,18.638799,73.815667,No
10,2026-11-14 (Sat),2026-11-21 (Sat),audiomoth,AM-EMU_Deccan_forest-20,EMU_Deccan_forest,PMP-T1209,18.642427,73.817775,No
10,2026-11-14 (Sat),2026-11-21 (Sat),audiomoth,AM-EMU_Grass_land-10,EMU_Grass_land,PMP-T1126,18.644229,73.817051,No
10,2026-11-14 (Sat),2026-11-21 (Sat),audiomoth,AM-EMU_Narmada_valley-10,EMU_Narmada_valley,PMP-T0264,18.645766,73.809931,No
10,2026-11-14 (Sat),2026-11-21 (Sat),audiomoth,AM-EMU_Savana_ecosystem-10,EMU_Savana_ecosystem,PMP-T0683,18.640593,73.813522,No
10,2026-11-14 (Sat),2026-11-21 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-10,EMU_Seasonal_wetland_polygon,PMP-T0499,18.648037,73.811811,No
10,2026-11-14 (Sat),2026-11-21 (Sat),audiomoth,AM-EMU_Trail_plots-10,EMU_Trail_plots,PMP-T0033,18.640778,73.807122,No
10,2026-11-14 (Sat),2026-11-21 (Sat),audiomoth,AM-EMU_Water_margin-10,EMU_Water_margin,PMP-T0159,18.643501,73.808999,No
10,2026-11-14 (Sat),2026-11-21 (Sat),audiomoth,AM-EMU_Wetland_forest-10,EMU_Wetland_forest,PMP-T0204,18.641019,73.809506,No
10,2026-11-14 (Sat),2026-11-21 (Sat),audiomoth,AM-EMU_Wildlife-10,EMU_Wildlife,PMP-T0568,18.647815,73.812524,No
10,2026-11-14 (Sat),2026-11-21 (Sat),camera_trap,CAM-EMU_Grass_land-02,EMU_Grass_land,PMP-T0612,18.640138,73.813051,No
11,2026-11-21 (Sat),2026-11-28 (Sat),audiomoth,AM-EMU_Deccan_forest-21,EMU_Deccan_forest,PMP-T0963,18.642639,73.815641,No
11,2026-11-21 (Sat),2026-11-28 (Sat),audiomoth,AM-EMU_Deccan_forest-22,EMU_Deccan_forest,PMP-T0553,18.635391,73.81261,No
11,2026-11-21 (Sat),2026-11-28 (Sat),audiomoth,AM-EMU_Grass_land-11,EMU_Grass_land,PMP-T0634,18.647367,73.813001,No
11,2026-11-21 (Sat),2026-11-28 (Sat),audiomoth,AM-EMU_Narmada_valley-11,EMU_Narmada_valley,PMP-T0699,18.645339,73.813486,No
11,2026-11-21 (Sat),2026-11-28 (Sat),audiomoth,AM-EMU_Savana_ecosystem-11,EMU_Savana_ecosystem,PMP-T0685,18.641496,73.813516,No
11,2026-11-21 (Sat),2026-11-28 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-11,EMU_Seasonal_wetland_polygon,PMP-T0838,18.639938,73.814716,Yes
11,2026-11-21 (Sat),2026-11-28 (Sat),audiomoth,AM-EMU_Trail_plots-11,EMU_Trail_plots,PMP-T0039,18.63965,73.807367,No
11,2026-11-21 (Sat),2026-11-28 (Sat),audiomoth,AM-EMU_Water_margin-11,EMU_Water_margin,PMP-T0463,18.645099,73.811595,No
11,2026-11-21 (Sat),2026-11-28 (Sat),audiomoth,AM-EMU_Wetland_forest-11,EMU_Wetland_forest,PMP-T0252,18.641474,73.809961,Yes
11,2026-11-21 (Sat),2026-11-28 (Sat),audiomoth,AM-EMU_Wildlife-11,EMU_Wildlife,PMP-T0548,18.647136,73.812291,No
11,2026-11-21 (Sat),2026-11-28 (Sat),camera_trap,CAM-EMU_Narmada_valley-02,EMU_Narmada_valley,PMP-T0256,18.643959,73.809944,No
12,2026-11-28 (Sat),2026-12-05 (Sat),audiomoth,AM-EMU_Deccan_forest-23,EMU_Deccan_forest,PMP-T1168,18.639037,73.817561,No
12,2026-11-28 (Sat),2026-12-05 (Sat),audiomoth,AM-EMU_Deccan_forest-24,EMU_Deccan_forest,PMP-T1026,18.645353,73.816096,No
12,2026-11-28 (Sat),2026-12-05 (Sat),audiomoth,AM-EMU_Grass_land-12,EMU_Grass_land,PMP-T0868,18.639472,73.814952,No
12,2026-11-28 (Sat),2026-12-05 (Sat),audiomoth,AM-EMU_Narmada_valley-12,EMU_Narmada_valley,PMP-T0857,18.646699,73.814664,No
12,2026-11-28 (Sat),2026-12-05 (Sat),audiomoth,AM-EMU_Savana_ecosystem-12,EMU_Savana_ecosystem,PMP-T0993,18.643544,73.815871,No
12,2026-11-28 (Sat),2026-12-05 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-12,EMU_Seasonal_wetland_polygon,PMP-T0499,18.648037,73.811811,Yes
12,2026-11-28 (Sat),2026-12-05 (Sat),audiomoth,AM-EMU_Trail_plots-12,EMU_Trail_plots,PMP-T0024,18.638745,73.807136,No
12,2026-11-28 (Sat),2026-12-05 (Sat),audiomoth,AM-EMU_Water_margin-12,EMU_Water_margin,PMP-T0334,18.643962,73.810418,No
12,2026-11-28 (Sat),2026-12-05 (Sat),audiomoth,AM-EMU_Wetland_forest-12,EMU_Wetland_forest,PMP-T0204,18.641019,73.809506,Yes
12,2026-11-28 (Sat),2026-12-05 (Sat),audiomoth,AM-EMU_Wildlife-12,EMU_Wildlife,PMP-T0470,18.647584,73.811577,No
12,2026-11-28 (Sat),2026-12-05 (Sat),camera_trap,CAM-EMU_Savana_ecosystem-02,EMU_Savana_ecosystem,PMP-T0580,18.639409,73.812833,No
13,2026-12-05 (Sat),2026-12-12 (Sat),audiomoth,AM-EMU_Deccan_forest-25,EMU_Deccan_forest,PMP-T0408,18.637867,73.811171,No
13,2026-12-05 (Sat),2026-12-12 (Sat),audiomoth,AM-EMU_Deccan_forest-26,EMU_Deccan_forest,PMP-T1280,18.637463,73.818757,No
13,2026-12-05 (Sat),2026-12-12 (Sat),audiomoth,AM-EMU_Grass_land-13,EMU_Grass_land,PMP-T0612,18.640138,73.813051,Yes
13,2026-12-05 (Sat),2026-12-12 (Sat),audiomoth,AM-EMU_Narmada_valley-13,EMU_Narmada_valley,PMP-T0324,18.639444,73.810449,No
13,2026-12-05 (Sat),2026-12-12 (Sat),audiomoth,AM-EMU_Savana_ecosystem-13,EMU_Savana_ecosystem,PMP-T0511,18.641241,73.812106,No
13,2026-12-05 (Sat),2026-12-12 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-13,EMU_Seasonal_wetland_polygon,PMP-T0838,18.639938,73.814716,Yes
13,2026-12-05 (Sat),2026-12-12 (Sat),audiomoth,AM-EMU_Trail_plots-13,EMU_Trail_plots,PMP-T0011,18.639194,73.806659,No
13,2026-12-05 (Sat),2026-12-12 (Sat),audiomoth,AM-EMU_Water_margin-13,EMU_Water_margin,PMP-T0097,18.639656,73.808315,No
13,2026-12-05 (Sat),2026-12-12 (Sat),audiomoth,AM-EMU_Wetland_forest-13,EMU_Wetland_forest,PMP-T0252,18.641474,73.809961,Yes
13,2026-12-05 (Sat),2026-12-12 (Sat),audiomoth,AM-EMU_Wildlife-13,EMU_Wildlife,PMP-T0469,18.647132,73.811581,No
13,2026-12-05 (Sat),2026-12-12 (Sat),camera_trap,CAM-EMU_Seasonal_wetland_polygon-02,EMU_Seasonal_wetland_polygon,PMP-T0838,18.639938,73.814716,No
14,2026-12-12 (Sat),2026-12-19 (Sat),audiomoth,AM-EMU_Deccan_forest-27,EMU_Deccan_forest,PMP-T0171,18.636048,73.809288,No
14,2026-12-12 (Sat),2026-12-19 (Sat),audiomoth,AM-EMU_Deccan_forest-28,EMU_Deccan_forest,PMP-T0696,18.644207,73.813497,No
14,2026-12-12 (Sat),2026-12-19 (Sat),audiomoth,AM-EMU_Grass_land-14,EMU_Grass_land,PMP-T1126,18.644229,73.817051,Yes
14,2026-12-12 (Sat),2026-12-19 (Sat),audiomoth,AM-EMU_Narmada_valley-14,EMU_Narmada_valley,PMP-T0393,18.641028,73.810912,No
14,2026-12-12 (Sat),2026-12-19 (Sat),audiomoth,AM-EMU_Savana_ecosystem-14,EMU_Savana_ecosystem,PMP-T0735,18.639235,73.814002,No
14,2026-12-12 (Sat),2026-12-19 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-14,EMU_Seasonal_wetland_polygon,PMP-T0499,18.648037,73.811811,Yes
14,2026-12-12 (Sat),2026-12-19 (Sat),audiomoth,AM-EMU_Trail_plots-14,EMU_Trail_plots,PMP-T0103,18.643045,73.808291,No
14,2026-12-12 (Sat),2026-12-19 (Sat),audiomoth,AM-EMU_Water_margin-14,EMU_Water_margin,PMP-T0629,18.645108,73.813017,No
14,2026-12-12 (Sat),2026-12-19 (Sat),audiomoth,AM-EMU_Wetland_forest-14,EMU_Wetland_forest,PMP-T0204,18.641019,73.809506,Yes
14,2026-12-12 (Sat),2026-12-19 (Sat),audiomoth,AM-EMU_Wildlife-14,EMU_Wildlife,PMP-T0421,18.647355,73.811105,No
14,2026-12-12 (Sat),2026-12-19 (Sat),camera_trap,CAM-EMU_Trail_plots-02,EMU_Trail_plots,PMP-T0053,18.640329,73.807599,No
15,2026-12-19 (Sat),2026-12-26 (Sat),audiomoth,AM-EMU_Deccan_forest-29,EMU_Deccan_forest,PMP-T0714,18.641949,73.813749,No
15,2026-12-19 (Sat),2026-12-26 (Sat),audiomoth,AM-EMU_Deccan_forest-30,EMU_Deccan_forest,PMP-T0987,18.640823,73.815906,No
15,2026-12-19 (Sat),2026-12-26 (Sat),audiomoth,AM-EMU_Grass_land-15,EMU_Grass_land,PMP-T0634,18.647367,73.813001,Yes
15,2026-12-19 (Sat),2026-12-26 (Sat),audiomoth,AM-EMU_Narmada_valley-15,EMU_Narmada_valley,PMP-T0145,18.645081,73.808751,No
15,2026-12-19 (Sat),2026-12-26 (Sat),audiomoth,AM-EMU_Savana_ecosystem-15,EMU_Savana_ecosystem,PMP-T0872,18.640355,73.814982,No
15,2026-12-19 (Sat),2026-12-26 (Sat),audiomoth,AM-EMU_Seasonal_wetland_polygon-15,EMU_Seasonal_wetland_polygon,PMP-T0838,18.639938,73.814716,Yes
15,2026-12-19 (Sat),2026-12-26 (Sat),audiomoth,AM-EMU_Trail_plots-15,EMU_Trail_plots,PMP-T0106,18.643722,73.808286,No
15,2026-12-19 (Sat),2026-12-26 (Sat),audiomoth,AM-EMU_Water_margin-15,EMU_Water_margin,PMP-T0461,18.641484,73.81162,No
15,2026-12-19 (Sat),2026-12-26 (Sat),audiomoth,AM-EMU_Wetland_forest-15,EMU_Wetland_forest,PMP-T0252,18.641474,73.809961,Yes
15,2026-12-19 (Sat),2026-12-26 (Sat),audiomoth,AM-EMU_Wildlife-15,EMU_Wildlife,PMP-T0401,18.648709,73.810859,No
15,2026-12-19 (Sat),2026-12-26 (Sat),camera_trap,CAM-EMU_Water_margin-02,EMU_Water_margin,PMP-T0373,18.645961,73.810602,No
16,2026-12-26 (Sat),2027-01-02 (Sat),audiomoth,AM-EMU_Deccan_forest-31,EMU_Deccan_forest,PMP-T0704,18.638787,73.813771,No
16,2026-12-26 (Sat),2027-01-02 (Sat),audiomoth,AM-EMU_Deccan_forest-32,EMU_Deccan_forest,PMP-T1218,18.64446,73.817761,No
16,2026-12-26 (Sat),2027-01-02 (Sat),audiomoth,AM-EMU_Grass_land-16,EMU_Grass_land,PMP-T0868,18.639472,73.814952,Yes
16,2026-12-26 (Sat),2027-01-02 (Sat),audiomoth,AM-EMU_Narmada_valley-16,EMU_Narmada_valley,PMP-T0561,18.643297,73.812555,No
16,2026-12-26 (Sat),2027-01-02 (Sat),audiomoth,AM-EMU_Savana_ecosystem-16,EMU_Savana_ecosystem,PMP-T1023,18.644448,73.816056,No
